loggingTime;loggingSample;locationHeadingTimestamp_since1970;locationHeadingX;locationHeadingY;locationHeadingZ;locationTrueHeading;locationMagneticHeading;locationHeadingAccuracy
2022-05-16 09:52:00.833;41;1652687520.773077;-38.59461212158203;2.549909353256226;-84.89089965820312;-1;91.69737243652344;25
2022-05-16 09:52:00.878;42;1652687520.824649;-38.86237335205078;1.82391357421875;-84.50699615478516;-1;91.70578002929688;25
2022-05-16 09:52:00.933;43;1652687520.877382;-39.23054504394531;1.394917011260986;-84.09110260009766;-1;91.73262786865234;25
2022-05-16 09:52:00.975;44;1652687520.9291;-38.86237335205078;1.097917795181274;-83.80317687988281;-1;91.76876831054688;25
2022-05-16 09:52:01.031;45;1652687520.981678;-38.761962890625;1.394919872283936;-83.51524353027344;-1;91.79678344726562;25
2022-05-16 09:52:01.072;46;1652687521.033632;-38.36032104492188;1.460920333862305;-83.19532775878906;-1;91.82109069824219;25
2022-05-16 09:52:01.133;47;1652687521.08618;-38.79543304443359;1.229921579360962;-82.71544647216797;-1;91.84889221191406;25
2022-05-16 09:52:01.168;48;1652687521.140124;-39.23054885864258;0.7349244952201843;-81.85166168212891;-1;91.8890380859375;25
2022-05-16 09:52:01.234;49;1652687521.190218;-39.0966682434082;0.5369232296943665;-80.95588684082031;-1;91.93453216552734;25
2022-05-16 09:52:01.265;50;1652687521.242649;-39.53177642822266;-0.3540704846382141;-80.2840576171875;-1;92.00335693359375;25
2022-05-16 09:52:01.333;51;1652687521.294308;-39.46483612060547;-1.542063236236572;-79.26030731201172;-1;92.09743499755859;25
2022-05-16 09:52:01.362;52;1652687521.346957;-39.36442565917969;-2.829059600830078;-78.07660675048828;-1;92.23030853271484;25
2022-05-16 09:52:01.432;53;1652687521.398936;-39.39789581298828;-4.050055503845215;-76.95688629150391;-1;92.39179992675781;25
2022-05-16 09:52:01.460;54;1652687521.451702;-39.26401901245117;-5.238051414489746;-75.42127227783203;-1;92.52304840087891;25
2022-05-16 09:52:01.498;55;1652687521.451702;-39.26401901245117;-5.238051414489746;-75.42127227783203;-1;92.52304840087891;25
2022-05-16 09:52:01.557;56;1652687521.503216;-39.89994812011719;-6.789042949676514;-73.91764831542969;-1;92.68260192871094;25
2022-05-16 09:52:01.598;57;1652687521.555903;-40.50241470336914;-8.703031539916992;-72.38202667236328;-1;92.89152526855469;25
2022-05-16 09:52:01.652;58;1652687521.607419;-40.46894454956055;-11.77201557159424;-70.17458343505859;-1;93.16551208496094;25
